"year","county","area_id","ecosystem_type","species_group","exchange_value","withheld"
2006,"Oahu",425,"All Ecosystems","Deep 7 Bottomfish",2889.71756648788,FALSE
2006,"Oahu",425,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Oahu",425,"Open Ocean","Deep 7 Bottomfish",2889.71756648788,FALSE
2006,"Oahu",425,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Oahu",425,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Oahu",425,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Oahu",425,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Oahu",425,"Reef","Reef-Associated",0,FALSE
2006,"Oahu",425,"Open Ocean","Reef-Associated",0,FALSE
2006,"Oahu",425,"All Ecosystems","Pelagics",295553.567181769,FALSE
2006,"Oahu",425,"Reef","Pelagics",0,FALSE
2006,"Oahu",425,"Open Ocean","Pelagics",295553.567181769,FALSE
2006,"Oahu",425,"All Ecosystems","All Species",298443.284748257,FALSE
2006,"Oahu",425,"Open Ocean","All Species",298443.284748257,FALSE
2006,"Oahu",425,"Reef","All Species",0,FALSE
2006,"Oahu",426,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Oahu",426,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Oahu",426,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Oahu",426,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Oahu",426,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Oahu",426,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Oahu",426,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Oahu",426,"Reef","Reef-Associated",0,FALSE
2006,"Oahu",426,"Open Ocean","Reef-Associated",0,FALSE
2006,"Oahu",426,"All Ecosystems","Pelagics",89868.6889245487,FALSE
2006,"Oahu",426,"Reef","Pelagics",0,FALSE
2006,"Oahu",426,"Open Ocean","Pelagics",89868.6889245487,FALSE
2006,"Oahu",426,"All Ecosystems","All Species",89868.6889245487,FALSE
2006,"Oahu",426,"Open Ocean","All Species",89868.6889245487,FALSE
2006,"Oahu",426,"Reef","All Species",0,FALSE
2006,"Oahu",427,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Oahu",427,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Oahu",427,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Oahu",427,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Oahu",427,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Oahu",427,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Oahu",427,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Oahu",427,"Reef","Reef-Associated",0,FALSE
2006,"Oahu",427,"Open Ocean","Reef-Associated",0,FALSE
2006,"Oahu",427,"All Ecosystems","Pelagics",332918.089805957,FALSE
2006,"Oahu",427,"Reef","Pelagics",0,FALSE
2006,"Oahu",427,"Open Ocean","Pelagics",332918.089805957,FALSE
2006,"Oahu",427,"All Ecosystems","All Species",332918.8985957,FALSE
2006,"Oahu",427,"Open Ocean","All Species",332918.089805957,FALSE
2006,"Oahu",427,"Reef","All Species",0,FALSE
2006,"Oahu",428,"All Ecosystems","Deep 7 Bottomfish",2194.80046235173,FALSE
2006,"Oahu",428,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Oahu",428,"Open Ocean","Deep 7 Bottomfish",2194.80046235173,FALSE
2006,"Oahu",428,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Oahu",428,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Oahu",428,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Oahu",428,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Oahu",428,"Reef","Reef-Associated",0,FALSE
2006,"Oahu",428,"Open Ocean","Reef-Associated",0,FALSE
2006,"Oahu",428,"All Ecosystems","Pelagics",37915.7207750902,FALSE
2006,"Oahu",428,"Reef","Pelagics",0,FALSE
2006,"Oahu",428,"Open Ocean","Pelagics",37915.7207750902,FALSE
2006,"Oahu",428,"All Ecosystems","All Species",411.521237442,FALSE
2006,"Oahu",428,"Open Ocean","All Species",40110.521237442,FALSE
2006,"Oahu",428,"Reef","All Species",0,FALSE
2006,"Oahu",429,"All Ecosystems","Deep 7 Bottomfish",26071.1382244817,FALSE
2006,"Oahu",429,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Oahu",429,"Open Ocean","Deep 7 Bottomfish",26071.1382244817,FALSE
2006,"Oahu",429,"All Ecosystems","Shallow Bottomfish",1693.60821644146,FALSE
2006,"Oahu",429,"Reef","Shallow Bottomfish",463.470056284683,FALSE
2006,"Oahu",429,"Open Ocean","Shallow Bottomfish",1230.13816015678,FALSE
2006,"Oahu",429,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Oahu",429,"Reef","Reef-Associated",0,FALSE
2006,"Oahu",429,"Open Ocean","Reef-Associated",0,FALSE
2006,"Oahu",429,"All Ecosystems","Pelagics",31678.6391155235,FALSE
2006,"Oahu",429,"Reef","Pelagics",0,FALSE
2006,"Oahu",429,"Open Ocean","Pelagics",31678.6391155235,FALSE
2006,"Oahu",429,"All Ecosystems","All Species",59443.3855564466,FALSE
2006,"Oahu",429,"Open Ocean","All Species",58979.9155001619,FALSE
2006,"Oahu",429,"Reef","All Species",463.470056284683,FALSE
2006,"Kauai",500,"All Ecosystems","Deep 7 Bottomfish",7216.03223948942,FALSE
2006,"Kauai",500,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",500,"Open Ocean","Deep 7 Bottomfish",7216.03223948942,FALSE
2006,"Kauai",500,"All Ecosystems","Shallow Bottomfish",15859.868824033,FALSE
2006,"Kauai",500,"Reef","Shallow Bottomfish",7833.17690845797,FALSE
2006,"Kauai",500,"Open Ocean","Shallow Bottomfish",8026.69191557504,FALSE
2006,"Kauai",500,"All Ecosystems","Reef-Associated",715581.02175361,FALSE
2006,"Kauai",500,"Reef","Reef-Associated",715581.02175361,FALSE
2006,"Kauai",500,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",500,"All Ecosystems","Pelagics",51634.8483966426,FALSE
2006,"Kauai",500,"Reef","Pelagics",0,FALSE
2006,"Kauai",500,"Open Ocean","Pelagics",51634.8483966426,FALSE
2006,"Kauai",500,"All Ecosystems","All Species",79291.771213775,FALSE
2006,"Kauai",500,"Open Ocean","All Species",66877.572551707,FALSE
2006,"Kauai",500,"Reef","All Species",723414.198662068,FALSE
2006,"Kauai",501,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",501,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",501,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",501,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",501,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",501,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",501,"All Ecosystems","Reef-Associated",30627.8823288809,FALSE
2006,"Kauai",501,"Reef","Reef-Associated",30627.8823288809,FALSE
2006,"Kauai",501,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",501,"All Ecosystems","Pelagics",25940.3267286797,FALSE
2006,"Kauai",501,"Reef","Pelagics",0,FALSE
2006,"Kauai",501,"Open Ocean","Pelagics",25940.3267286797,FALSE
2006,"Kauai",501,"All Ecosystems","All Species",56568.2957566,FALSE
2006,"Kauai",501,"Open Ocean","All Species",25940.3267286797,FALSE
2006,"Kauai",501,"Reef","All Species",30627.8823288809,FALSE
2006,"Kauai",502,"All Ecosystems","Deep 7 Bottomfish",993.289867612171,FALSE
2006,"Kauai",502,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",502,"Open Ocean","Deep 7 Bottomfish",993.289867612171,FALSE
2006,"Kauai",502,"All Ecosystems","Shallow Bottomfish",555.459742650851,FALSE
2006,"Kauai",502,"Reef","Shallow Bottomfish",354.777513047963,FALSE
2006,"Kauai",502,"Open Ocean","Shallow Bottomfish",200.682229602888,FALSE
2006,"Kauai",502,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",502,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",502,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",502,"All Ecosystems","Pelagics",6323.48381802475,FALSE
2006,"Kauai",502,"Reef","Pelagics",0,FALSE
2006,"Kauai",502,"Open Ocean","Pelagics",6323.48381802475,FALSE
2006,"Kauai",502,"All Ecosystems","All Species",7872.23342828777,FALSE
2006,"Kauai",502,"Open Ocean","All Species",7517.45591523981,FALSE
2006,"Kauai",502,"Reef","All Species",354.777513047963,FALSE
2006,"Kauai",503,"All Ecosystems","Deep 7 Bottomfish",1185.70073504899,FALSE
2006,"Kauai",503,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",503,"Open Ocean","Deep 7 Bottomfish",1185.70073504899,FALSE
2006,"Kauai",503,"All Ecosystems","Shallow Bottomfish",2315.01286291903,FALSE
2006,"Kauai",503,"Reef","Shallow Bottomfish",1561.73777965962,FALSE
2006,"Kauai",503,"Open Ocean","Shallow Bottomfish",753.275083259412,FALSE
2006,"Kauai",503,"All Ecosystems","Reef-Associated",205240.168244368,FALSE
2006,"Kauai",503,"Reef","Reef-Associated",205240.168244368,FALSE
2006,"Kauai",503,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",503,"All Ecosystems","Pelagics",16070.6077644662,FALSE
2006,"Kauai",503,"Reef","Pelagics",0,FALSE
2006,"Kauai",503,"Open Ocean","Pelagics",16070.6077644662,FALSE
2006,"Kauai",503,"All Ecosystems","All Species",224811.4896682,FALSE
2006,"Kauai",503,"Open Ocean","All Species",18009.5835827746,FALSE
2006,"Kauai",503,"Reef","All Species",206801.906024028,FALSE
2006,"Kauai",504,"All Ecosystems","Deep 7 Bottomfish",2692.5027228984,FALSE
2006,"Kauai",504,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",504,"Open Ocean","Deep 7 Bottomfish",2692.5027228984,FALSE
2006,"Kauai",504,"All Ecosystems","Shallow Bottomfish",6956.98395956679,FALSE
2006,"Kauai",504,"Reef","Shallow Bottomfish",3669.85682015472,FALSE
2006,"Kauai",504,"Open Ocean","Shallow Bottomfish",3287.12713941207,FALSE
2006,"Kauai",504,"All Ecosystems","Reef-Associated",30158.5729233574,FALSE
2006,"Kauai",504,"Reef","Reef-Associated",30158.5729233574,FALSE
2006,"Kauai",504,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",504,"All Ecosystems","Pelagics",92759.1215990459,FALSE
2006,"Kauai",504,"Reef","Pelagics",0,FALSE
2006,"Kauai",504,"Open Ocean","Pelagics",92759.1215990459,FALSE
2006,"Kauai",504,"All Ecosystems","All Species",132567.18124868,FALSE
2006,"Kauai",504,"Open Ocean","All Species",98738.7514613563,FALSE
2006,"Kauai",504,"Reef","All Species",33828.4297435121,FALSE
2006,"Kauai",505,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",505,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",505,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",505,"All Ecosystems","Shallow Bottomfish",33763.590593605,FALSE
2006,"Kauai",505,"Reef","Shallow Bottomfish",9184.19834703455,FALSE
2006,"Kauai",505,"Open Ocean","Shallow Bottomfish",24579.3922465704,FALSE
2006,"Kauai",505,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",505,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",505,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",505,"All Ecosystems","Pelagics",42634.5700183342,FALSE
2006,"Kauai",505,"Reef","Pelagics",0,FALSE
2006,"Kauai",505,"Open Ocean","Pelagics",42634.5700183342,FALSE
2006,"Kauai",505,"All Ecosystems","All Species",76398.166119391,FALSE
2006,"Kauai",505,"Open Ocean","All Species",67213.9622649046,FALSE
2006,"Kauai",505,"Reef","All Species",9184.19834703455,FALSE
2006,"Kauai",506,"All Ecosystems","Deep 7 Bottomfish",53993.7378979371,FALSE
2006,"Kauai",506,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",506,"Open Ocean","Deep 7 Bottomfish",53993.7378979371,FALSE
2006,"Kauai",506,"All Ecosystems","Shallow Bottomfish",35908.3819224858,FALSE
2006,"Kauai",506,"Reef","Shallow Bottomfish",8376.81073400722,FALSE
2006,"Kauai",506,"Open Ocean","Shallow Bottomfish",27531.5711884786,FALSE
2006,"Kauai",506,"All Ecosystems","Reef-Associated",8000.96094115524,FALSE
2006,"Kauai",506,"Reef","Reef-Associated",8000.96094115524,FALSE
2006,"Kauai",506,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",506,"All Ecosystems","Pelagics",9602.59303084064,FALSE
2006,"Kauai",506,"Reef","Pelagics",0,FALSE
2006,"Kauai",506,"Open Ocean","Pelagics",9602.59303084064,FALSE
2006,"Kauai",506,"All Ecosystems","All Species",1755.673792419,FALSE
2006,"Kauai",506,"Open Ocean","All Species",91127.9021172563,FALSE
2006,"Kauai",506,"Reef","All Species",16377.7716751625,FALSE
2006,"Kauai",507,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",507,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",507,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",507,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",507,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",507,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",507,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",507,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",507,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",507,"All Ecosystems","Pelagics",0,FALSE
2006,"Kauai",507,"Reef","Pelagics",0,FALSE
2006,"Kauai",507,"Open Ocean","Pelagics",0,FALSE
2006,"Kauai",507,"All Ecosystems","All Species",NA,TRUE
2006,"Kauai",507,"Open Ocean","All Species",NA,TRUE
2006,"Kauai",507,"Reef","All Species",NA,TRUE
2006,"Kauai",508,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",508,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",508,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",508,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",508,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",508,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",508,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",508,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",508,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",508,"All Ecosystems","Pelagics",38184.8628933471,FALSE
2006,"Kauai",508,"Reef","Pelagics",0,FALSE
2006,"Kauai",508,"Open Ocean","Pelagics",38184.8628933471,FALSE
2006,"Kauai",508,"All Ecosystems","All Species",38184.8628933471,FALSE
2006,"Kauai",508,"Open Ocean","All Species",38184.8628933471,FALSE
2006,"Kauai",508,"Reef","All Species",0,FALSE
2006,"Kauai",520,"All Ecosystems","Deep 7 Bottomfish",1430.58729360495,FALSE
2006,"Kauai",520,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",520,"Open Ocean","Deep 7 Bottomfish",1430.58729360495,FALSE
2006,"Kauai",520,"All Ecosystems","Shallow Bottomfish",1954.26266446622,FALSE
2006,"Kauai",520,"Reef","Shallow Bottomfish",921.226996843734,FALSE
2006,"Kauai",520,"Open Ocean","Shallow Bottomfish",1033.03566762249,FALSE
2006,"Kauai",520,"All Ecosystems","Reef-Associated",10785.3138801444,FALSE
2006,"Kauai",520,"Reef","Reef-Associated",10785.3138801444,FALSE
2006,"Kauai",520,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",520,"All Ecosystems","Pelagics",170439.876045694,FALSE
2006,"Kauai",520,"Reef","Pelagics",0,FALSE
2006,"Kauai",520,"Open Ocean","Pelagics",170439.876045694,FALSE
2006,"Kauai",520,"All Ecosystems","All Species",18461.3988399,FALSE
2006,"Kauai",520,"Open Ocean","All Species",172903.499006921,FALSE
2006,"Kauai",520,"Reef","All Species",11706.5408769881,FALSE
2006,"Kauai",521,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",521,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",521,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",521,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",521,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",521,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",521,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",521,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",521,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",521,"All Ecosystems","Pelagics",28762.267229737,FALSE
2006,"Kauai",521,"Reef","Pelagics",0,FALSE
2006,"Kauai",521,"Open Ocean","Pelagics",28762.267229737,FALSE
2006,"Kauai",521,"All Ecosystems","All Species",28762.267229737,FALSE
2006,"Kauai",521,"Open Ocean","All Species",28762.267229737,FALSE
2006,"Kauai",521,"Reef","All Species",0,FALSE
2006,"Kauai",522,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",522,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",522,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",522,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",522,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",522,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",522,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",522,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",522,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",522,"All Ecosystems","Pelagics",51127.0426123259,FALSE
2006,"Kauai",522,"Reef","Pelagics",0,FALSE
2006,"Kauai",522,"Open Ocean","Pelagics",51127.0426123259,FALSE
2006,"Kauai",522,"All Ecosystems","All Species",51127.426123259,FALSE
2006,"Kauai",522,"Open Ocean","All Species",51127.0426123259,FALSE
2006,"Kauai",522,"Reef","All Species",0,FALSE
2006,"Kauai",523,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",523,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",523,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",523,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",523,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",523,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",523,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",523,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",523,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",523,"All Ecosystems","Pelagics",51925.5502949716,FALSE
2006,"Kauai",523,"Reef","Pelagics",0,FALSE
2006,"Kauai",523,"Open Ocean","Pelagics",51925.5502949716,FALSE
2006,"Kauai",523,"All Ecosystems","All Species",51925.552949716,FALSE
2006,"Kauai",523,"Open Ocean","All Species",51925.5502949716,FALSE
2006,"Kauai",523,"Reef","All Species",0,FALSE
2006,"Kauai",524,"All Ecosystems","Deep 7 Bottomfish",7828.87334648788,FALSE
2006,"Kauai",524,"Reef","Deep 7 Bottomfish",0,FALSE
2006,"Kauai",524,"Open Ocean","Deep 7 Bottomfish",7828.87334648788,FALSE
2006,"Kauai",524,"All Ecosystems","Shallow Bottomfish",17872.6638054667,FALSE
2006,"Kauai",524,"Reef","Shallow Bottomfish",7860.53180761217,FALSE
2006,"Kauai",524,"Open Ocean","Shallow Bottomfish",10012.1319978546,FALSE
2006,"Kauai",524,"All Ecosystems","Reef-Associated",877.928256137184,FALSE
2006,"Kauai",524,"Reef","Reef-Associated",877.928256137184,FALSE
2006,"Kauai",524,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",524,"All Ecosystems","Pelagics",219348.932876622,FALSE
2006,"Kauai",524,"Reef","Pelagics",0,FALSE
2006,"Kauai",524,"Open Ocean","Pelagics",219348.932876622,FALSE
2006,"Kauai",524,"All Ecosystems","All Species",245928.398284714,FALSE
2006,"Kauai",524,"Open Ocean","All Species",237189.938220964,FALSE
2006,"Kauai",524,"Reef","All Species",8738.46006374935,FALSE
2006,"Kauai",525,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",525,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",525,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",525,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",525,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",525,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",525,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",525,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",525,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",525,"All Ecosystems","Pelagics",10272.9704691594,FALSE
2006,"Kauai",525,"Reef","Pelagics",0,FALSE
2006,"Kauai",525,"Open Ocean","Pelagics",10272.9704691594,FALSE
2006,"Kauai",525,"All Ecosystems","All Species",1272.974691594,FALSE
2006,"Kauai",525,"Open Ocean","All Species",10272.9704691594,FALSE
2006,"Kauai",525,"Reef","All Species",0,FALSE
2006,"Kauai",526,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",526,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",526,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",526,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",526,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",526,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",526,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",526,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",526,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",526,"All Ecosystems","Pelagics",0,FALSE
2006,"Kauai",526,"Reef","Pelagics",0,FALSE
2006,"Kauai",526,"Open Ocean","Pelagics",0,FALSE
2006,"Kauai",526,"All Ecosystems","All Species",NA,TRUE
2006,"Kauai",526,"Open Ocean","All Species",NA,TRUE
2006,"Kauai",526,"Reef","All Species",NA,TRUE
2006,"Kauai",527,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",527,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",527,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",527,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",527,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",527,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",527,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",527,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",527,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",527,"All Ecosystems","Pelagics",1961.9303011346,FALSE
2006,"Kauai",527,"Reef","Pelagics",0,FALSE
2006,"Kauai",527,"Open Ocean","Pelagics",1961.9303011346,FALSE
2006,"Kauai",527,"All Ecosystems","All Species",1961.93311346,FALSE
2006,"Kauai",527,"Open Ocean","All Species",1961.9303011346,FALSE
2006,"Kauai",527,"Reef","All Species",0,FALSE
2006,"Kauai",528,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",528,"Reef","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",528,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2006,"Kauai",528,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2006,"Kauai",528,"Reef","Shallow Bottomfish",NA,TRUE
2006,"Kauai",528,"Open Ocean","Shallow Bottomfish",NA,TRUE
2006,"Kauai",528,"All Ecosystems","Reef-Associated",0,FALSE
2006,"Kauai",528,"Reef","Reef-Associated",0,FALSE
2006,"Kauai",528,"Open Ocean","Reef-Associated",0,FALSE
2006,"Kauai",528,"All Ecosystems","Pelagics",3787.53002230531,FALSE
2006,"Kauai",528,"Reef","Pelagics",0,FALSE
2006,"Kauai",528,"Open Ocean","Pelagics",3787.53002230531,FALSE
2006,"Kauai",528,"All Ecosystems","All Species",3787.53223531,FALSE
2006,"Kauai",528,"Open Ocean","All Species",3787.53002230531,FALSE
2006,"Kauai",528,"Reef","All Species",0,FALSE
2005,"Hawaii",100,"All Ecosystems","Deep 7 Bottomfish",1940.70749482201,FALSE
2005,"Hawaii",100,"Reef","Deep 7 Bottomfish",0,FALSE
2005,"Hawaii",100,"Open Ocean","Deep 7 Bottomfish",1940.70749482201,FALSE
2005,"Hawaii",100,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2005,"Hawaii",100,"Reef","Shallow Bottomfish",NA,TRUE
2005,"Hawaii",100,"Open Ocean","Shallow Bottomfish",NA,TRUE
2005,"Hawaii",100,"All Ecosystems","Reef-Associated",0,FALSE
2005,"Hawaii",100,"Reef","Reef-Associated",0,FALSE
2005,"Hawaii",100,"Open Ocean","Reef-Associated",0,FALSE
2005,"Hawaii",100,"All Ecosystems","Pelagics",44282.1642538889,FALSE
2005,"Hawaii",100,"Reef","Pelagics",0,FALSE
2005,"Hawaii",100,"Open Ocean","Pelagics",44282.1642538889,FALSE
2005,"Hawaii",100,"All Ecosystems","All Species",46222.871748719,FALSE
2005,"Hawaii",100,"Open Ocean","All Species",46222.8717487109,FALSE
2005,"Hawaii",100,"Reef","All Species",0,FALSE
2005,"Hawaii",101,"All Ecosystems","Deep 7 Bottomfish",15368.5550661381,FALSE
2005,"Hawaii",101,"Reef","Deep 7 Bottomfish",0,FALSE
2005,"Hawaii",101,"Open Ocean","Deep 7 Bottomfish",15368.5550661381,FALSE
2005,"Hawaii",101,"All Ecosystems","Shallow Bottomfish",11092.8634878101,FALSE
2005,"Hawaii",101,"Reef","Shallow Bottomfish",7394.41395866235,FALSE
2005,"Hawaii",101,"Open Ocean","Shallow Bottomfish",3698.44952914779,FALSE
2005,"Hawaii",101,"All Ecosystems","Reef-Associated",561611.846212276,FALSE
2005,"Hawaii",101,"Reef","Reef-Associated",561611.846212276,FALSE
2005,"Hawaii",101,"Open Ocean","Reef-Associated",0,FALSE
2005,"Hawaii",101,"All Ecosystems","Pelagics",441242.552493889,FALSE
2005,"Hawaii",101,"Reef","Pelagics",0,FALSE
2005,"Hawaii",101,"Open Ocean","Pelagics",441242.552493889,FALSE
2005,"Hawaii",101,"All Ecosystems","All Species",129315.8172611,FALSE
2005,"Hawaii",101,"Open Ocean","All Species",460309.557089175,FALSE
2005,"Hawaii",101,"Reef","All Species",569006.260170939,FALSE
2005,"Hawaii",102,"All Ecosystems","Deep 7 Bottomfish",19885.6507760248,FALSE
2005,"Hawaii",102,"Reef","Deep 7 Bottomfish",0,FALSE
2005,"Hawaii",102,"Open Ocean","Deep 7 Bottomfish",19885.6507760248,FALSE
2005,"Hawaii",102,"All Ecosystems","Shallow Bottomfish",9857.14769518878,FALSE
2005,"Hawaii",102,"Reef","Shallow Bottomfish",3721.56095573679,FALSE
